employee_id,department,step,step_start,step_end,days_taken,status
EMP0157,Engineering,Manager Briefing,2024-11-21,2024-11-24,3,Completed
EMP0157,Engineering,System Access,2024-11-24,2024-11-29,5,Completed
EMP0158,Operations,Document Submission,2025-05-02,2025-05-06,4,Completed
EMP0158,Operations,IT Setup,2025-05-06,2025-05-16,10,Completed
EMP0158,Operations,Training,2025-05-16,2025-05-17,1,Completed
EMP0158,Operations,Manager Briefing,2025-05-17,2025-05-18,1,Completed
EMP0158,Operations,System Access,2025-05-18,2025-05-22,4,Completed
EMP0159,Operations,Document Submission,2023-08-13,2023-08-17,4,Completed
EMP0159,Operations,IT Setup,2023-08-17,2023-08-22,5,Completed
EMP0159,Operations,Training,2023-08-22,2023-08-23,1,Completed
EMP0159,Operations,Manager Briefing,2023-08-23,2023-08-25,2,Completed
EMP0159,Operations,System Access,2023-08-25,2023-09-04,10,Completed
EMP0160,Marketing,Document Submission,2024-10-04,2024-10-08,4,Completed
EMP0160,Marketing,IT Setup,2024-10-08,2024-10-13,5,Completed
EMP0160,Marketing,Training,2024-10-13,2024-10-17,4,Completed
EMP0160,Marketing,Manager Briefing,2024-10-17,2024-10-19,2,Completed
EMP0160,Marketing,System Access,2024-10-19,2024-10-24,5,Completed
EMP0161,Operations,Document Submission,2023-05-15,2023-05-18,3,Completed
EMP0161,Operations,IT Setup,2023-05-18,2023-05-25,7,Completed
EMP0161,Operations,Training,2023-05-25,2023-05-28,3,Completed
EMP0161,Operations,Manager Briefing,2023-05-28,2023-05-29,1,Completed
EMP0161,Operations,System Access,2023-05-29,2023-06-06,8,Completed
EMP0162,Sales,Document Submission,2025-06-16,2025-06-19,3,Completed
EMP0162,Sales,IT Setup,2025-06-19,2025-06-25,6,Completed
EMP0162,Sales,Training,2025-06-25,2025-06-28,3,Completed
EMP0162,Sales,Manager Briefing,2025-06-28,2025-06-30,2,Completed
EMP0162,Sales,System Access,2025-06-30,2025-07-03,3,Completed
EMP0163,Sales,Document Submission,2025-04-24,2025-04-28,4,Completed
EMP0163,Sales,IT Setup,2025-04-28,2025-05-13,15,Completed
EMP0163,Sales,Training,2025-05-13,2025-05-16,3,Completed
EMP0163,Sales,Manager Briefing,2025-05-16,2025-05-18,2,Completed
EMP0163,Sales,System Access,2025-05-18,2025-05-27,9,Completed
EMP0164,Engineering,Document Submission,2023-03-19,2023-03-20,1,Completed
EMP0164,Engineering,IT Setup,2023-03-20,2023-03-26,6,Completed
EMP0164,Engineering,Training,2023-03-26,2023-03-27,1,Completed
EMP0164,Engineering,Manager Briefing,2023-03-27,2023-03-29,2,Completed
EMP0164,Engineering,System Access,2023-03-29,2023-04-08,10,Completed
EMP0165,Engineering,Document Submission,2023-01-15,2023-01-16,1,Completed
EMP0165,Engineering,IT Setup,2023-01-16,2023-01-23,7,Completed
EMP0165,Engineering,Training,2023-01-23,2023-01-25,2,Completed
EMP0165,Engineering,Manager Briefing,2023-01-25,2023-01-29,4,Completed
EMP0165,Engineering,System Access,2023-01-29,2023-02-01,3,Completed
EMP0166,Marketing,Document Submission,2023-09-26,2023-09-27,1,Completed
EMP0166,Marketing,IT Setup,2023-09-27,2023-10-07,10,Completed
EMP0166,Marketing,Training,2023-10-07,2023-10-08,1,Completed
EMP0166,Marketing,Manager Briefing,2023-10-08,2023-10-12,4,Completed
EMP0166,Marketing,System Access,2023-10-12,2023-10-17,5,Completed
EMP0167,Finance,Document Submission,2025-06-24,2025-06-28,4,Completed
EMP0167,Finance,IT Setup,2025-06-28,2025-07-04,6,Completed
EMP0167,Finance,Training,2025-07-04,2025-07-06,2,Completed
EMP0167,Finance,Manager Briefing,2025-07-06,2025-07-10,4,Completed
EMP0167,Finance,System Access,2025-07-10,2025-07-14,4,Completed
EMP0168,Marketing,Document Submission,2025-04-23,2025-04-24,1,Completed
EMP0168,Marketing,IT Setup,2025-04-24,2025-04-30,6,Completed
EMP0168,Marketing,Training,2025-04-30,2025-05-03,3,Completed
EMP0168,Marketing,Manager Briefing,2025-05-03,2025-05-06,3,Completed
EMP0168,Marketing,System Access,2025-05-06,2025-05-13,7,Completed
EMP0169,Engineering,Document Submission,2025-08-26,2025-08-28,2,Completed
EMP0169,Engineering,IT Setup,2025-08-28,2025-09-08,11,Completed
EMP0169,Engineering,Training,2025-09-08,2025-09-10,2,Completed
EMP0169,Engineering,Manager Briefing,2025-09-10,2025-09-12,2,Completed
EMP0169,Engineering,System Access,2025-09-12,2025-09-16,4,Completed
EMP0170,Finance,Document Submission,2024-11-17,2024-11-18,1,Completed
EMP0170,Finance,IT Setup,2024-11-18,2024-12-02,14,Completed
EMP0170,Finance,Training,2024-12-02,2024-12-04,2,Completed
EMP0170,Finance,Manager Briefing,2024-12-04,2024-12-08,4,Completed
EMP0170,Finance,System Access,2024-12-08,2024-12-16,8,Completed
EMP0171,Finance,Document Submission,2025-05-03,2025-05-05,2,Completed
EMP0171,Finance,IT Setup,2025-05-05,2025-05-20,15,Completed
EMP0171,Finance,Training,2025-05-20,2025-05-22,2,Completed
EMP0171,Finance,Manager Briefing,2025-05-22,2025-05-26,4,Completed
EMP0171,Finance,System Access,2025-05-26,2025-06-05,10,Completed
EMP0172,Marketing,Document Submission,2024-03-30,2024-04-01,2,Completed
EMP0172,Marketing,IT Setup,2024-04-01,2024-04-07,6,Completed
EMP0172,Marketing,Training,2024-04-07,2024-04-08,1,Completed
EMP0172,Marketing,Manager Briefing,2024-04-08,2024-04-10,2,Completed
EMP0172,Marketing,System Access,2024-04-10,2024-04-14,4,Completed
EMP0173,Marketing,Document Submission,2025-07-12,2025-07-16,4,Completed
EMP0173,Marketing,IT Setup,2025-07-16,2025-07-26,10,Completed
EMP0173,Marketing,Training,2025-07-26,2025-07-30,4,Completed
EMP0173,Marketing,Manager Briefing,2025-07-30,2025-08-02,3,Completed
EMP0173,Marketing,System Access,2025-08-02,2025-08-07,5,Completed
EMP0174,HR,Document Submission,2023-05-06,2023-05-08,2,Completed
EMP0174,HR,IT Setup,2023-05-08,2023-05-17,9,Completed
EMP0174,HR,Training,2023-05-17,2023-05-18,1,Completed
EMP0174,HR,Manager Briefing,2023-05-18,2023-05-20,2,Completed
EMP0174,HR,System Access,2023-05-20,2023-05-27,7,Completed
EMP0175,Marketing,Document Submission,2023-01-22,2023-01-23,1,Completed
EMP0175,Marketing,IT Setup,2023-01-23,2023-02-07,15,Completed
EMP0175,Marketing,Training,2023-02-07,2023-02-10,3,Completed
EMP0175,Marketing,Manager Briefing,2023-02-10,2023-02-12,2,Completed
EMP0175,Marketing,System Access,2023-02-12,2023-02-18,6,Completed
EMP0176,Engineering,Document Submission,2024-07-21,2024-07-25,4,Completed
EMP0176,Engineering,IT Setup,2024-07-25,2024-08-03,9,Completed
EMP0176,Engineering,Training,2024-08-03,2024-08-04,1,Completed
EMP0176,Engineering,Manager Briefing,2024-08-04,2024-08-06,2,Completed
EMP0176,Engineering,System Access,2024-08-06,2024-08-16,10,Completed
EMP0177,Sales,Document Submission,2024-09-02,2024-09-06,4,Completed
EMP0177,Sales,IT Setup,2024-09-06,2024-09-12,6,Completed
EMP0177,Sales,Training,2024-09-12,2024-09-14,2,Completed
EMP0177,Sales,Manager Briefing,2024-09-14,2024-09-18,4,Completed
EMP0177,Sales,System Access,2024-09-18,2024-09-22,4,Completed
EMP0178,Sales,Document Submission,2025-06-06,2025-06-07,1,Completed
EMP0178,Sales,IT Setup,2025-06-07,2025-06-17,10,Completed
EMP0178,Sales,Training,2025-06-17,2025-06-20,3,Completed
EMP0178,Sales,Manager Briefing,2025-06-20,2025-06-22,2,Completed
EMP0178,Sales,System Access,2025-06-22,2025-07-01,9,Completed
EMP0179,Engineering,Document Submission,2023-02-23,2023-02-27,4,Completed
EMP0179,Engineering,IT Setup,2023-02-27,2023-03-09,10,Completed
EMP0179,Engineering,Training,2023-03-09,2023-03-11,2,Completed
EMP0179,Engineering,Manager Briefing,2023-03-11,2023-03-15,4,Completed
EMP0179,Engineering,System Access,2023-03-15,2023-03-19,4,Completed
EMP0180,Finance,Document Submission,2024-01-06,2024-01-07,1,Completed
EMP0180,Finance,IT Setup,2024-01-07,2024-01-21,14,Completed
EMP0180,Finance,Training,2024-01-21,2024-01-22,1,Completed
EMP0180,Finance,Manager Briefing,2024-01-22,2024-01-23,1,Completed
EMP0180,Finance,System Access,2024-01-23,2024-01-30,7,Completed
EMP0181,Operations,Document Submission,2025-03-13,2025-03-15,2,Completed
EMP0181,Operations,IT Setup,2025-03-15,2025-03-20,5,Completed
EMP0181,Operations,Training,2025-03-20,2025-03-21,1,Completed
EMP0181,Operations,Manager Briefing,2025-03-21,2025-03-25,4,Completed
EMP0181,Operations,System Access,2025-03-25,2025-04-01,7,Completed
EMP0182,Marketing,Document Submission,2023-03-04,2023-03-08,4,Completed
EMP0182,Marketing,IT Setup,2023-03-08,2023-03-19,11,Completed
EMP0182,Marketing,Training,2023-03-19,2023-03-23,4,Completed
EMP0182,Marketing,Manager Briefing,2023-03-23,2023-03-24,1,Completed
EMP0182,Marketing,System Access,2023-03-24,2023-03-29,5,Completed
EMP0183,Finance,Document Submission,2024-03-30,2024-04-02,3,Completed
EMP0183,Finance,IT Setup,2024-04-02,2024-04-08,6,Completed
EMP0183,Finance,Training,2024-04-08,2024-04-11,3,Completed
EMP0183,Finance,Manager Briefing,2024-04-11,2024-04-12,1,Completed
EMP0183,Finance,System Access,2024-04-12,2024-04-18,6,Completed
EMP0184,Sales,Document Submission,2024-10-10,2024-10-12,2,Completed
EMP0184,Sales,IT Setup,2024-10-12,2024-10-25,13,Completed
EMP0184,Sales,Training,2024-10-25,2024-10-28,3,Completed
EMP0184,Sales,Manager Briefing,2024-10-28,2024-11-01,4,Completed
EMP0184,Sales,System Access,2024-11-01,2024-11-05,4,Completed
EMP0185,Finance,Document Submission,2024-03-16,2024-03-19,3,Completed
EMP0185,Finance,IT Setup,2024-03-19,2024-03-30,11,Completed
EMP0185,Finance,Training,2024-03-30,2024-04-01,2,Completed
EMP0185,Finance,Manager Briefing,2024-04-01,2024-04-02,1,Completed
EMP0185,Finance,System Access,2024-04-02,2024-04-08,6,Completed
EMP0186,Finance,Document Submission,2023-08-22,2023-08-23,1,Completed
EMP0186,Finance,IT Setup,2023-08-23,2023-09-03,11,Completed
EMP0186,Finance,Training,2023-09-03,2023-09-04,1,Completed
EMP0186,Finance,Manager Briefing,2023-09-04,2023-09-08,4,Completed
EMP0186,Finance,System Access,2023-09-08,2023-09-11,3,Completed
EMP0187,Marketing,Document Submission,2024-03-13,2024-03-16,3,Completed
EMP0187,Marketing,IT Setup,2024-03-16,2024-03-31,15,Completed
EMP0187,Marketing,Training,2024-03-31,2024-04-02,2,Completed
EMP0187,Marketing,Manager Briefing,2024-04-02,2024-04-03,1,Completed
EMP0187,Marketing,System Access,2024-04-03,2024-04-06,3,Completed
EMP0188,Marketing,Document Submission,2023-03-10,2023-03-12,2,Completed
EMP0188,Marketing,IT Setup,2023-03-12,2023-03-17,5,Completed
EMP0188,Marketing,Training,2023-03-17,2023-03-19,2,Completed
EMP0188,Marketing,Manager Briefing,2023-03-19,2023-03-23,4,Completed
EMP0188,Marketing,System Access,2023-03-23,2023-03-31,8,Completed
EMP0189,Sales,Document Submission,2024-08-23,2024-08-26,3,Completed
EMP0189,Sales,IT Setup,2024-08-26,2024-09-02,7,Completed
EMP0189,Sales,Training,2024-09-02,2024-09-05,3,Completed
EMP0189,Sales,Manager Briefing,2024-09-05,2024-09-07,2,Completed
EMP0189,Sales,System Access,2024-09-07,2024-09-14,7,Completed
EMP0190,Finance,Document Submission,2024-11-12,2024-11-13,1,Completed
EMP0190,Finance,IT Setup,2024-11-13,2024-11-18,5,Completed
EMP0190,Finance,Training,2024-11-18,2024-11-21,3,Completed
EMP0190,Finance,Manager Briefing,2024-11-21,2024-11-25,4,Completed
EMP0190,Finance,System Access,2024-11-25,2024-12-02,7,Completed
EMP0191,HR,Document Submission,2023-12-27,2023-12-28,1,Completed
EMP0191,HR,IT Setup,2023-12-28,2024-01-06,9,Completed
EMP0191,HR,Training,2024-01-06,2024-01-07,1,Completed
EMP0191,HR,Manager Briefing,2024-01-07,2024-01-11,4,Completed
EMP0191,HR,System Access,2024-01-11,2024-01-21,10,Completed
EMP0192,Sales,Document Submission,2023-12-25,2023-12-28,3,Completed
EMP0192,Sales,IT Setup,2023-12-28,2024-01-02,5,Completed
EMP0192,Sales,Training,2024-01-02,2024-01-06,4,Completed
EMP0192,Sales,Manager Briefing,2024-01-06,2024-01-08,2,Completed
EMP0192,Sales,System Access,2024-01-08,2024-01-16,8,Completed
EMP0193,Operations,Document Submission,2024-03-15,2024-03-17,2,Completed
EMP0193,Operations,IT Setup,2024-03-17,2024-03-26,9,Completed
EMP0193,Operations,Training,2024-03-26,2024-03-27,1,Completed
EMP0193,Operations,Manager Briefing,2024-03-27,2024-03-28,1,Completed
EMP0193,Operations,System Access,2024-03-28,2024-04-03,6,Completed
EMP0194,Engineering,Document Submission,2024-12-20,2024-12-21,1,Completed
EMP0194,Engineering,IT Setup,2024-12-21,2024-12-26,5,Completed
EMP0194,Engineering,Training,2024-12-26,2024-12-27,1,Completed
EMP0194,Engineering,Manager Briefing,2024-12-27,2024-12-29,2,Completed
EMP0194,Engineering,System Access,2024-12-29,2025-01-01,3,Completed
EMP0195,Sales,Document Submission,2024-08-02,2024-08-06,4,Completed
EMP0195,Sales,IT Setup,2024-08-06,2024-08-16,10,Completed
EMP0195,Sales,Training,2024-08-16,2024-08-20,4,Completed
EMP0195,Sales,Manager Briefing,2024-08-20,2024-08-22,2,Completed
EMP0195,Sales,System Access,2024-08-22,2024-08-27,5,Completed
EMP0196,Engineering,Document Submission,2023-08-09,2023-08-10,1,Completed
EMP0196,Engineering,IT Setup,2023-08-10,2023-08-23,13,Completed
EMP0196,Engineering,Training,2023-08-23,2023-08-27,4,Completed
EMP0196,Engineering,Manager Briefing,2023-08-27,2023-08-29,2,Completed
EMP0196,Engineering,System Access,2023-08-29,2023-09-06,8,Completed
EMP0197,HR,Document Submission,2023-11-29,2023-12-01,2,Completed
EMP0197,HR,IT Setup,2023-12-01,2023-12-12,11,Completed
EMP0197,HR,Training,2023-12-12,2023-12-15,3,Completed
EMP0197,HR,Manager Briefing,2023-12-15,2023-12-18,3,Completed
EMP0197,HR,System Access,2023-12-18,2023-12-22,4,Completed
EMP0198,Engineering,Document Submission,2025-02-11,2025-02-14,3,Completed
EMP0198,Engineering,IT Setup,2025-02-14,2025-02-20,6,Completed
EMP0198,Engineering,Training,2025-02-20,2025-02-21,1,Completed
EMP0198,Engineering,Manager Briefing,2025-02-21,2025-02-23,2,Completed
EMP0198,Engineering,System Access,2025-02-23,2025-03-01,6,Completed
EMP0199,Marketing,Document Submission,2024-09-13,2024-09-14,1,Completed
EMP0199,Marketing,IT Setup,2024-09-14,2024-09-25,11,Completed
EMP0199,Marketing,Training,2024-09-25,2024-09-26,1,Completed
EMP0199,Marketing,Manager Briefing,2024-09-26,2024-09-30,4,Completed
EMP0199,Marketing,System Access,2024-09-30,2024-10-07,7,Completed
EMP0200,HR,Document Submission,2023-10-18,2023-10-21,3,Completed
EMP0200,HR,IT Setup,2023-10-21,2023-10-31,10,Completed
EMP0200,HR,Training,2023-10-31,2023-11-01,1,Completed
EMP0200,HR,Manager Briefing,2023-11-01,2023-11-05,4,Completed
EMP0200,HR,System Access,2023-11-05,2023-11-08,3,Completed
EMP0201,Engineering,Document Submission,2024-09-05,2024-09-08,3,Completed
EMP0201,Engineering,IT Setup,2024-09-08,2024-09-16,8,Completed
EMP0201,Engineering,Training,2024-09-16,2024-09-19,3,Completed
EMP0201,Engineering,Manager Briefing,2024-09-19,2024-09-22,3,Completed
EMP0201,Engineering,System Access,2024-09-22,2024-09-28,6,Completed
EMP0202,HR,Document Submission,2023-05-03,2023-05-07,4,Completed
EMP0202,HR,IT Setup,2023-05-07,2023-05-17,10,Completed
EMP0202,HR,Training,2023-05-17,2023-05-21,4,Completed
EMP0202,HR,Manager Briefing,2023-05-21,2023-05-23,2,Completed
EMP0202,HR,System Access,2023-05-23,2023-05-29,6,Completed
EMP0203,Operations,Document Submission,2024-05-27,2024-05-29,2,Completed
EMP0203,Operations,IT Setup,2024-05-29,2024-06-03,5,Completed
EMP0203,Operations,Training,2024-06-03,2024-06-07,4,Completed
EMP0203,Operations,Manager Briefing,2024-06-07,2024-06-08,1,Completed
EMP0203,Operations,System Access,2024-06-08,2024-06-14,6,Completed
EMP0204,Marketing,Document Submission,2023-01-20,2023-01-23,3,Completed
EMP0204,Marketing,IT Setup,2023-01-23,2023-02-07,15,Completed
EMP0204,Marketing,Training,2023-02-07,2023-02-08,1,Completed
EMP0204,Marketing,Manager Briefing,2023-02-08,2023-02-11,3,Completed
EMP0204,Marketing,System Access,2023-02-11,2023-02-14,3,Completed
EMP0205,Operations,Document Submission,2024-10-17,2024-10-21,4,Completed
EMP0205,Operations,IT Setup,2024-10-21,2024-10-30,9,Completed
EMP0205,Operations,Training,2024-10-30,2024-10-31,1,Completed
EMP0205,Operations,Manager Briefing,2024-10-31,2024-11-02,2,Completed
EMP0205,Operations,System Access,2024-11-02,2024-11-08,6,Completed
EMP0206,HR,Document Submission,2025-08-28,2025-09-01,4,Completed
EMP0206,HR,IT Setup,2025-09-01,2025-09-13,12,Completed
EMP0206,HR,Training,2025-09-13,2025-09-14,1,Completed
EMP0206,HR,Manager Briefing,2025-09-14,2025-09-16,2,Completed
EMP0206,HR,System Access,2025-09-16,2025-09-23,7,Completed
EMP0207,Engineering,Document Submission,2024-08-26,2024-08-27,1,Completed
EMP0207,Engineering,IT Setup,2024-08-27,2024-09-01,5,Completed
EMP0207,Engineering,Training,2024-09-01,2024-09-03,2,Completed
EMP0207,Engineering,Manager Briefing,2024-09-03,2024-09-07,4,Completed
EMP0207,Engineering,System Access,2024-09-07,2024-09-15,8,Completed
EMP0208,Marketing,Document Submission,2023-12-08,2023-12-12,4,Completed
EMP0208,Marketing,IT Setup,2023-12-12,2023-12-18,6,Completed
EMP0208,Marketing,Training,2023-12-18,2023-12-19,1,Completed
EMP0208,Marketing,Manager Briefing,2023-12-19,2023-12-21,2,Completed
EMP0208,Marketing,System Access,2023-12-21,2023-12-30,9,Completed
EMP0209,Operations,Document Submission,2025-07-16,2025-07-17,1,Completed
EMP0209,Operations,IT Setup,2025-07-17,2025-07-31,14,Completed
EMP0209,Operations,Training,2025-07-31,2025-08-01,1,Completed
EMP0209,Operations,Manager Briefing,2025-08-01,2025-08-05,4,Completed
EMP0209,Operations,System Access,2025-08-05,2025-08-10,5,Completed
EMP0210,Sales,Document Submission,2023-09-20,2023-09-22,2,Completed
EMP0210,Sales,IT Setup,2023-09-22,2023-10-01,9,Completed
EMP0210,Sales,Training,2023-10-01,2023-10-04,3,Completed
EMP0210,Sales,Manager Briefing,2023-10-04,2023-10-07,3,Completed
EMP0210,Sales,System Access,2023-10-07,2023-10-16,9,Completed
EMP0211,Finance,Document Submission,2025-02-17,2025-02-20,3,Completed
EMP0211,Finance,IT Setup,2025-02-20,2025-03-02,10,Completed
EMP0211,Finance,Training,2025-03-02,2025-03-06,4,Completed
EMP0211,Finance,Manager Briefing,2025-03-06,2025-03-09,3,Completed
EMP0211,Finance,System Access,2025-03-09,2025-03-15,6,Completed
EMP0212,Marketing,Document Submission,2024-03-26,2024-03-27,1,Completed
EMP0212,Marketing,IT Setup,2024-03-27,2024-04-04,8,Completed
EMP0212,Marketing,Training,2024-04-04,2024-04-06,2,Completed
EMP0212,Marketing,Manager Briefing,2024-04-06,2024-04-07,1,Completed
EMP0212,Marketing,System Access,2024-04-07,2024-04-12,5,Completed
EMP0213,HR,Document Submission,2023-11-14,2023-11-15,1,Completed
EMP0213,HR,IT Setup,2023-11-15,2023-11-22,7,Completed
EMP0213,HR,Training,2023-11-22,2023-11-26,4,Completed
EMP0213,HR,Manager Briefing,2023-11-26,2023-11-30,4,Completed
EMP0213,HR,System Access,2023-11-30,2023-12-08,8,Completed
EMP0214,HR,Document Submission,2025-06-03,2025-06-07,4,Completed
EMP0214,HR,IT Setup,2025-06-07,2025-06-13,6,Completed
EMP0214,HR,Training,2025-06-13,2025-06-16,3,Completed
EMP0214,HR,Manager Briefing,2025-06-16,2025-06-18,2,Completed
EMP0214,HR,System Access,2025-06-18,2025-06-28,10,Completed
EMP0215,Finance,Document Submission,2025-03-21,2025-03-24,3,Completed
EMP0215,Finance,IT Setup,2025-03-24,2025-04-05,12,Completed
EMP0215,Finance,Training,2025-04-05,2025-04-08,3,Completed
EMP0215,Finance,Manager Briefing,2025-04-08,2025-04-09,1,Completed
EMP0215,Finance,System Access,2025-04-09,2025-04-13,4,Completed
EMP0216,HR,Document Submission,2024-05-28,2024-05-30,2,Completed
EMP0216,HR,IT Setup,2024-05-30,2024-06-14,15,Completed
EMP0216,HR,Training,2024-06-14,2024-06-17,3,Completed
EMP0216,HR,Manager Briefing,2024-06-17,2024-06-18,1,Completed
EMP0216,HR,System Access,2024-06-18,2024-06-24,6,Completed
EMP0217,Operations,Document Submission,2023-02-10,2023-02-13,3,Completed
EMP0217,Operations,IT Setup,2023-02-13,2023-02-20,7,Completed
EMP0217,Operations,Training,2023-02-20,2023-02-21,1,Completed
EMP0217,Operations,Manager Briefing,2023-02-21,2023-02-23,2,Completed
EMP0217,Operations,System Access,2023-02-23,2023-03-03,8,Completed
EMP0218,HR,Document Submission,2023-10-17,2023-10-21,4,Completed
EMP0218,HR,IT Setup,2023-10-21,2023-11-03,13,Completed
EMP0218,HR,Training,2023-11-03,2023-11-04,1,Completed
EMP0218,HR,Manager Briefing,2023-11-04,2023-11-07,3,Completed
EMP0218,HR,System Access,2023-11-07,2023-11-14,7,Completed
EMP0219,Marketing,Document Submission,2023-03-09,2023-03-11,2,Completed
EMP0219,Marketing,IT Setup,2023-03-11,2023-03-16,5,Completed
EMP0219,Marketing,Training,2023-03-16,2023-03-20,4,Completed
EMP0219,Marketing,Manager Briefing,2023-03-20,2023-03-24,4,Completed
EMP0219,Marketing,System Access,2023-03-24,2023-03-30,6,Completed
EMP0220,HR,Document Submission,2025-05-22,2025-05-23,1,Completed
EMP0220,HR,IT Setup,2025-05-23,2025-06-04,12,Completed
EMP0220,HR,Training,2025-06-04,2025-06-05,1,Completed
EMP0220,HR,Manager Briefing,2025-06-05,2025-06-07,2,Completed
EMP0220,HR,System Access,2025-06-07,2025-06-11,4,Completed
EMP0221,Engineering,Document Submission,2023-05-25,2023-05-26,1,Completed
EMP0221,Engineering,IT Setup,2023-05-26,2023-05-31,5,Completed
EMP0221,Engineering,Training,2023-05-31,2023-06-02,2,Completed
EMP0221,Engineering,Manager Briefing,2023-06-02,2023-06-04,2,Completed
EMP0221,Engineering,System Access,2023-06-04,2023-06-10,6,Completed
EMP0222,Sales,Document Submission,2025-08-18,2025-08-22,4,Completed
EMP0222,Sales,IT Setup,2025-08-22,2025-09-01,10,Completed
EMP0222,Sales,Training,2025-09-01,2025-09-02,1,Completed
EMP0222,Sales,Manager Briefing,2025-09-02,2025-09-05,3,Completed
EMP0222,Sales,System Access,2025-09-05,2025-09-09,4,Completed
EMP0223,Marketing,Document Submission,2024-06-04,2024-06-05,1,Completed
EMP0223,Marketing,IT Setup,2024-06-05,2024-06-11,6,Completed
EMP0223,Marketing,Training,2024-06-11,2024-06-13,2,Completed
EMP0223,Marketing,Manager Briefing,2024-06-13,2024-06-17,4,Completed
EMP0223,Marketing,System Access,2024-06-17,2024-06-22,5,Completed
EMP0224,Sales,Document Submission,2025-02-23,2025-02-24,1,Completed
EMP0224,Sales,IT Setup,2025-02-24,2025-03-06,10,Completed
EMP0224,Sales,Training,2025-03-06,2025-03-07,1,Completed
EMP0224,Sales,Manager Briefing,2025-03-07,2025-03-08,1,Completed
EMP0224,Sales,System Access,2025-03-08,2025-03-18,10,Completed
EMP0225,Engineering,Document Submission,2025-03-18,2025-03-19,1,Completed
EMP0225,Engineering,IT Setup,2025-03-19,2025-03-26,7,Completed
EMP0225,Engineering,Training,2025-03-26,2025-03-30,4,Completed
EMP0225,Engineering,Manager Briefing,2025-03-30,2025-04-03,4,Completed
EMP0225,Engineering,System Access,2025-04-03,2025-04-13,10,Completed
EMP0226,Operations,Document Submission,2023-06-16,2023-06-17,1,Completed
EMP0226,Operations,IT Setup,2023-06-17,2023-06-28,11,Completed
EMP0226,Operations,Training,2023-06-28,2023-07-02,4,Completed
EMP0226,Operations,Manager Briefing,2023-07-02,2023-07-04,2,Completed
EMP0226,Operations,System Access,2023-07-04,2023-07-12,8,Completed
EMP0227,Engineering,Document Submission,2024-11-23,2024-11-25,2,Completed
EMP0227,Engineering,IT Setup,2024-11-25,2024-12-02,7,Completed
EMP0227,Engineering,Training,2024-12-02,2024-12-05,3,Completed
EMP0227,Engineering,Manager Briefing,2024-12-05,2024-12-08,3,Completed
EMP0227,Engineering,System Access,2024-12-08,2024-12-18,10,Completed
EMP0228,Marketing,Document Submission,2023-08-28,2023-08-30,2,Completed
EMP0228,Marketing,IT Setup,2023-08-30,2023-09-04,5,Completed
EMP0228,Marketing,Training,2023-09-04,2023-09-06,2,Completed
EMP0228,Marketing,Manager Briefing,2023-09-06,2023-09-09,3,Completed
EMP0228,Marketing,System Access,2023-09-09,2023-09-19,10,Completed
EMP0229,HR,Document Submission,2024-08-07,2024-08-11,4,Completed
EMP0229,HR,IT Setup,2024-08-11,2024-08-24,13,Completed
EMP0229,HR,Training,2024-08-24,2024-08-28,4,Completed
EMP0229,HR,Manager Briefing,2024-08-28,2024-08-29,1,Completed
EMP0229,HR,System Access,2024-08-29,2024-09-02,4,Completed
EMP0230,Finance,Document Submission,2024-03-04,2024-03-07,3,Completed
EMP0230,Finance,IT Setup,2024-03-07,2024-03-18,11,Completed
EMP0230,Finance,Training,2024-03-18,2024-03-20,2,Completed
EMP0230,Finance,Manager Briefing,2024-03-20,2024-03-24,4,Completed
EMP0230,Finance,System Access,2024-03-24,2024-03-30,6,Completed
EMP0231,HR,Document Submission,2024-05-07,2024-05-09,2,Completed
EMP0231,HR,IT Setup,2024-05-09,2024-05-24,15,Completed
EMP0231,HR,Training,2024-05-24,2024-05-25,1,Completed
EMP0231,HR,Manager Briefing,2024-05-25,2024-05-29,4,Completed
EMP0231,HR,System Access,2024-05-29,2024-06-06,8,Completed
EMP0232,HR,Document Submission,2023-06-14,2023-06-18,4,Completed
EMP0232,HR,IT Setup,2023-06-18,2023-07-01,13,Completed
EMP0232,HR,Training,2023-07-01,2023-07-05,4,Completed
EMP0232,HR,Manager Briefing,2023-07-05,2023-07-08,3,Completed
EMP0232,HR,System Access,2023-07-08,2023-07-16,8,Completed
EMP0233,Finance,Document Submission,2025-08-10,2025-08-14,4,Completed
EMP0233,Finance,IT Setup,2025-08-14,2025-08-23,9,Completed
EMP0233,Finance,Training,2025-08-23,2025-08-25,2,Completed
EMP0233,Finance,Manager Briefing,2025-08-25,2025-08-26,1,Completed
EMP0233,Finance,System Access,2025-08-26,2025-09-03,8,Completed
EMP0234,Finance,Document Submission,2024-01-19,2024-01-21,2,Completed
EMP0234,Finance,IT Setup,2024-01-21,2024-01-26,5,Completed
EMP0234,Finance,Training,2024-01-26,2024-01-29,3,Completed
EMP0234,Finance,Manager Briefing,2024-01-29,2024-01-30,1,Completed
EMP0234,Finance,System Access,2024-01-30,2024-02-09,10,Completed
EMP0235,Sales,Document Submission,2023-10-21,2023-10-24,3,Completed
EMP0235,Sales,IT Setup,2023-10-24,2023-11-07,14,Completed
EMP0235,Sales,Training,2023-11-07,2023-11-09,2,Completed
EMP0235,Sales,Manager Briefing,2023-11-09,2023-11-11,2,Completed
EMP0235,Sales,System Access,2023-11-11,2023-11-15,4,Completed
